mssv,dtb_toankhoa,dtb_tichluy,sotc_tichluy
BE810866XPvAibaEXe8VnqU11737HlpMuDrtkNYU,7.59,7.59,154
6726316CXPvAibaEXe8VnqU11737HrFa30iy2jmJ,7.59,7.59,153
C85CAC55XPvAibaEXe8eWl5Nr7OWQnSDhPbn24Ji,6.41,6.67,137
49ABC5EFXPvAibaEXe8eWl5Nr7OWQt3VotR9dXYx,2.73,6.31,13
B697F2C4XPvAibaEXe8eWl5Nr7OWQlOcJUrfrtG2,5.86,7.02,49
3D3D9084XPvAibaEXe8eWl5Nr7OWQrtifEgV2NNa,7.63,7.63,153
0BF2FC70XPvAibaEXe8eWl5Nr7OWQmKkpXrB/Ifd,6.9,6.9,148
56626D79XPvAibaEXe+D5C9Re7EGLcLpN9AoumiF,7.99,7.99,152
1AFFBC52XPvAibaEXe+D5C9Re7EGLZhZrnN4YGmX,7.25,7.25,143
9C5C5C15XPvAibaEXe+D5C9Re7EGLSun3d4ZgXa/,2.09,0,4
A2698E63XPvAibaEXe+D5C9Re7EGLdYoD7VxJkyw,7.13,7.18,152
3828C83AXPvAibaEXe+D5C9Re7EGLWuj0Stjr3Bt,7.62,7.62,146
82CCF118XPvAibaEXe/ns/wSuHF6kJuTovSjvh3N,8.16,8.16,153
1FE755EBXPvAibaEXe9F2tx/ToPx3HMCUuVOFVUO,7.71,7.71,153
0388C53EXPvAibaEXe9F2tx/ToPx3FKeDTdDjuhB,7.2,7.43,148
EC99A310XPvAibaEXe9F2tx/ToPx3H/qqDPJ7QaV,7.93,7.93,152
D6A21559XPvAibaEXe9F2tx/ToPx3LiesgheIR+R,7.23,7.23,152
0152D73FXPvAibaEXe8dBqMaN7rGhiSNefyOeUyN,7.63,7.63,154
208F2296XPvAibaEXe8dBqMaN7rGhjoJkVGvb02U,6.75,6.83,143
917F1C39XPvAibaEXe9n6M+kQhqu8nyDX+6of8Dn,7.53,7.53,148
53ED17C2XPvAibaEXe9n6M+kQhqu8muR98dJl0ve,3.16,6.06,14
E9EC0E79XPvAibaEXe9n6M+kQhqu8vXp4f9LLODR,7.71,7.71,154
A330757EXPvAibaEXe9n6M+kQhqu8gO1FzoyH/Rl,7.35,7.47,149
BF848739XPvAibaEXe/Ojw5gA+9jXod27QdpRMZl,8.07,8.07,141
677BE13BXPvAibaEXe/Ojw5gA+9jXlEdHdnjvK4V,5.01,6.72,111
775A7663XPvAibaEXe/Ojw5gA+9jXogmutvfW/hV,7.23,7.23,141
B8E35AB3XPvAibaEXe+u8DuxWGTFfEjp5j+B1awT,6.97,6.97,144
353291D0XPvAibaEXe+u8DuxWGTFfOeTkx29Aj4l,8.19,8.19,141
E667AF46XPvAibaEXe+g2dQ0D263aYLmCyvaFGBJ,6.17,6.36,32
D4D99820XPvAibaEXe+g2dQ0D263aUSI6fU2u8JV,7.67,7.73,148
8361811BXPvAibaEXe+g2dQ0D263aflTxTkEwuwy,6.83,7,143
604A61D2XPvAibaEXe+g2dQ0D263aZSBBb1uQ+ou,7.35,7.35,153
73F66B14XPvAibaEXe998fVikzcJIs6n9B/re9qe,8.47,8.47,148
3C65A25EXPvAibaEXe998fVikzcJIuk4ang3tj+3,8.15,8.15,159
9D6D1B86XPvAibaEXe/S4a8qPv8Nb2L3J53OpioJ,4.82,6.38,83
C3644783XPvAibaEXe/S4a8qPv8Nb0hZR3ga9Z3e,8.1,8.1,148
C0B21F5FXPvAibaEXe/S4a8qPv8Nb1YVUfSINxiI,8.84,8.84,148
CEE70FFFXPvAibaEXe/S4a8qPv8Nb+hR48MoOd17,7.72,7.72,142
BA4E4FF3XPvAibaEXe/PXWJbNZLssGHuklm+SW0s,6.59,6.64,138
2E73D80EXPvAibaEXe/PXWJbNZLssCJ4GolwPu7D,7.71,7.71,144
0EEBE88AXPvAibaEXe9G2n4phUxISLrrJViaK5xS,8.01,8.01,147
BA4389B9XPvAibaEXe9G2n4phUxISP3mMhEky7PW,4.52,6.54,43
DA324490XPvAibaEXe9G2n4phUxISKrqsRoHVin+,5.74,6.08,139
EE2CE003XPvAibaEXe9G2n4phUxISPgKDi7igQgv,7.33,7.33,148
AAB06320XPvAibaEXe9G2n4phUxISOOxbxEpyUmx,7.3,7.3,136
761F971CXPvAibaEXe/hadw09FE3Wi8CjIUuD52s,6.77,6.77,144
FD955A59XPvAibaEXe/hadw09FE3WvkGclxc9HUR,7.65,7.85,147
CC71D76BXPvAibaEXe/hadw09FE3WhaVWr9QYKo7,7.54,7.54,155
1C245E0EXPvAibaEXe/rR9uJzGOYEuQ8DvEilYoI,8.55,8.55,152
C46B52B7XPvAibaEXe/rR9uJzGOYEijPPcNHBrO2,6.99,6.99,136
1BC38497XPvAibaEXe/rR9uJzGOYEtS85kFIQnbX,7.61,7.61,38
8EA62CACXPvAibaEXe/rR9uJzGOYEp5iErX1dcP7,7.07,7.07,152
C0F6B96EXPvAibaEXe/rR9uJzGOYEluVMyfuAfn2,6.93,7.01,148
DDCA386AXPvAibaEXe/rR9uJzGOYEkLJqwhWmF0K,7.04,7.04,154
0D638D19XPvAibaEXe/JhqMYLzzrRxowiJob8Ur4,6.78,6.78,154
232946CFXPvAibaEXe/JhqMYLzzrR02+yvZ+pT+i,6.62,6.79,153
6C014AFEXPvAibaEXe/JhqMYLzzrR7PXSTLh//YT,6.71,6.71,137
974314B7XPvAibaEXe/JhqMYLzzrR0FDxbzfAOCu,5.2,6.42,97
0BFF8631XPvAibaEXe/JhqMYLzzrR3zo13sUE5xw,6.62,7.11,143
CB378E96XPvAibaEXe+LbmSTUWVMuFn39+N+FPvU,7.11,7.2,153
7B20E493XPvAibaEXe+LbmSTUWVMuONuSvs2x/3l,7.09,7.09,148
C6635E9FXPvAibaEXe+LbmSTUWVMuKhnFpkfefqp,8.84,8.84,148
96356A30XPvAibaEXe+/MvKIb2VAVS0s4jJCw70Q,8.43,8.43,148
04C4D9F8XPvAibaEXe+/MvKIb2VAVSyw+efhOMhT,5.4,6.69,90
4743F40FXPvAibaEXe+/MvKIb2VAVUWMGXsSclXS,7.78,7.78,148
616EF433XPvAibaEXe+/MvKIb2VAVdBB3w6YY1cp,7.9,7.9,152
3106CF09XPvAibaEXe+/MvKIb2VAVTx3QQbJG8H6,6.86,6.86,145
687112ECXPvAibaEXe8ciyLBP/Qla/1I7+xi3CDh,5.35,6.34,85
21148B93XPvAibaEXe8ciyLBP/Qlayj9QcGO7AGC,8.73,8.73,146
49F409B6XPvAibaEXe8ciyLBP/QlawsI8kjipkoh,7.37,7.37,159
3FDEFAF9XPvAibaEXe8ciyLBP/Qla1KB3Ob9zV9L,0,0,0
2343DF1FXPvAibaEXe8ciyLBP/Qla1OaKIO6iEdd,7.39,7.39,140
00ACC499XPvAibaEXe8ciyLBP/Qla4g3ka0I3o/F,4.1,6.22,34
FB9D4C87XPvAibaEXe9W7fV/x7qyQPlsuf/c/sw3,7.07,7.19,149
E349E629XPvAibaEXe9W7fV/x7qyQJOXRx1biw3z,8.14,8.14,149
FAF0BD22XPvAibaEXe9W7fV/x7qyQKXSfR8eoPE/,7.33,7.52,148
A1F6495AXPvAibaEXe9W7fV/x7qyQD/09DyAgQ2q,7.9,7.9,141
530DAA7AXPvAibaEXe9W7fV/x7qyQHK+t0YqgRym,7.2,7.2,152
4569C973XPvAibaEXe9EUO2qxCH07aFV4msAAfbQ,8.01,8.01,151
51E91E7DXPvAibaEXe9EUO2qxCH07Qy82TKTSEjA,6.64,6.8,145
679190A6XPvAibaEXe9EUO2qxCH07YiAKT41f4A5,7.58,7.58,148
078D0A90XPvAibaEXe8zjuWfAVBr9RfmtHhE0FTo,7.77,7.77,148
EA7B8E5FXPvAibaEXe8zjuWfAVBr9cS9jZZ7+sgV,7.66,7.66,136
84C35FAEXPvAibaEXe/BLy1WUS+NVj4ytGkizcS1,4.47,7.33,51
61465A87XPvAibaEXe/BLy1WUS+NVo66untTPac6,0.19,0,0
BF2102F0XPvAibaEXe/BLy1WUS+NVqbEhpk2m0ZN,6.58,6.72,136
44404D54XPvAibaEXe/BLy1WUS+NVjtrjyJ6rn/7,6.53,7.57,111
78E27A2CXPvAibaEXe/BLy1WUS+NVnG+plk9jS4D,7.42,7.42,144
B743988CXPvAibaEXe/BLy1WUS+NVq+8RKQE3fi+,8.05,8.05,148
165A1DB1XPvAibaEXe8M37suqoe4CSMqLdV9Z+sP,7.58,7.58,149
8AA98AD2XPvAibaEXe8M37suqoe4CZpSLxtWE9xX,6.1,6.67,128
1B4A9018XPvAibaEXe8M37suqoe4CRmaSzfkpkBs,7.29,7.29,147
F1AACB01XPvAibaEXe8M37suqoe4Cbsh5M0kmj9t,7.82,7.82,149
011201F7XPvAibaEXe+OhmjSj4XEzZe7iRZlaaxm,7.28,7.28,154
79792F25XPvAibaEXe+OhmjSj4XEzSgsSrHu3R1g,5.25,6.34,120
7542A121XPvAibaEXe92Mw4ZEAxz0xNXfVJvbFuo,6.57,6.79,140
9F091A73XPvAibaEXe92Mw4ZEAxz05lYh0FqHUwV,8,8,153
CB4167C2XPvAibaEXe92Mw4ZEAxz00ZoSadOnlhK,6.61,6.73,153
8D9A9BADXPvAibaEXe/RnFf25EKRr0mA+ok7dOWs,7.59,7.59,153
8898BAE9XPvAibaEXe/RnFf25EKRr5bknGVZlkvp,6.84,6.84,153
A6E57CBFXPvAibaEXe/RnFf25EKRr9zy6d8Ux/jt,8.07,8.07,152
783668D7XPvAibaEXe/RnFf25EKRrzdFzZIDmusu,7.52,7.52,156
EA1D81AFXPvAibaEXe/RnFf25EKRr7/Z28Po+End,6.45,6.45,155
7D41140BXPvAibaEXe+M8JaUhbJyeaddRxfSW9N2,7.89,7.89,141
0DFB77F9XPvAibaEXe+M8JaUhbJyeUks/6mlFMNg,7.85,7.85,148
0406981FXPvAibaEXe+M8JaUhbJyecydVJn03CsO,7.21,7.21,148
AD8485D9XPvAibaEXe+M8JaUhbJyeQZp08EAdkvu,7.38,7.38,13
FA79293AXPvAibaEXe+M8JaUhbJyebnpurn6a1ak,7.16,7.16,142
18D53A17XPvAibaEXe/7VXm0xgXldKrj4VJp0HeL,7.18,7.18,148
9F86E0E9XPvAibaEXe/7VXm0xgXldOk337YvxwNJ,6.39,6.98,138
F073E236XPvAibaEXe/7VXm0xgXldHR4zGalFEDr,7.7,7.7,158
1355B42BXPvAibaEXe/7VXm0xgXldCktXEfKbKQy,8.2,8.2,159
85765F51XPvAibaEXe/7VXm0xgXldMr8iJn1d/nL,6.35,7.29,146
B3C6F3EEXPvAibaEXe9wxm0WjsXoKiVQJ7npD9UH,7.93,7.93,151
2A42D119XPvAibaEXe9wxm0WjsXoKurN8WqpVtfd,7.74,7.74,148
0DA45914XPvAibaEXe9JJ0DEqozv6AYSzxyBJMSH,4.7,6.75,67
005D6433XPvAibaEXe9JJ0DEqozv6JkD0BJUpbna,8.01,8.01,148
DCD90AC2XPvAibaEXe9KS65t7Tb/qM1p6wX0RxXR,7.35,7.35,148
076028C7XPvAibaEXe9KS65t7Tb/qNPAjp/Vir5E,9.14,9.14,141
1DEE69E1XPvAibaEXe9KS65t7Tb/qF4l0Okq3G2t,7.33,7.33,154
D36DFBFBXPvAibaEXe9KS65t7Tb/qBkgxL3ZlLLI,8.16,8.16,148
F0291E22XPvAibaEXe8o0Tnwwz3u31MPoj5STmqZ,6.67,6.82,153
A23419A2XPvAibaEXe8o0Tnwwz3u39GesYMEV1rd,5.84,6.59,126
6346E154XPvAibaEXe8enouoh243g/dhreMbu5xg,7.05,7.15,136
75534BB3XPvAibaEXe+7uLWSh9XvQhdGvv+xdaHC,7.1,7.1,143
03F181B0XPvAibaEXe+7uLWSh9XvQs9BhtrBVBeU,7.37,7.37,146
3F25B9A6XPvAibaEXe8091B3Eu2czAQtJnpSywMM,2.99,7.73,7
46CFE17AXPvAibaEXe8091B3Eu2czJ8WXBZgS4UA,7.48,7.48,153
BF42A05AXPvAibaEXe8091B3Eu2czDunKN0Ha49R,8.02,8.02,158
3AEDE0DBXPvAibaEXe+dJypLAXKUX7Lv5UiSnxfu,9.22,9.22,145
254D76E5XPvAibaEXe+dJypLAXKUX4m0QotDDZIM,3.03,7.11,20
37C8A303XPvAibaEXe+dJypLAXKUX6hg39HIUvKN,8.12,8.12,155
AA9B07B2XPvAibaEXe+dJypLAXKUX3Ro/I3wDtXP,7.42,7.42,148
637D5C85XPvAibaEXe9zGba8fcKEKG9oPWFvAQXN,7.51,7.51,156
6F0E40D6XPvAibaEXe9zGba8fcKEKK41KcdVIyBy,6.98,6.98,153
769C1CEAXPvAibaEXe9DMENNf4iGcnhsoCSJh96j,7.74,7.74,153
3593E659XPvAibaEXe9DMENNf4iGco/PRxwHxdTN,7.7,7.7,148
A0A6D96FXPvAibaEXe/v5x/h23myCZU9aAK01HD+,8.51,8.81,141
3ED6454DXPvAibaEXe/v5x/h23myCX7yTInZ4mJP,8.2,8.2,148
5CAF9119XPvAibaEXe/v5x/h23myCUblzOUm2Q4v,7.68,7.68,138
89BF1B4BXPvAibaEXe/v5x/h23myCcvAATP35Y2J,8.05,8.05,140
D14AE261XPvAibaEXe/v5x/h23myCXgRuqr/OGax,7.38,7.48,147
8D2D9740XPvAibaEXe/v5x/h23myCVTdxpmMdnBD,6.83,6.91,143
47D66D66XPvAibaEXe/v5x/h23myCXRl5UcnnMUv,5.48,6.51,118
19DA16E9XPvAibaEXe/A1zCqCr2ya2xpPNEJUl5g,7.64,7.64,142
D7159A63XPvAibaEXe/A1zCqCr2ya6HguW98vplu,7.36,7.36,149
2F8C3E91XPvAibaEXe/A1zCqCr2yazozWy9A0iWv,7.2,7.2,140
4F51640CXPvAibaEXe++bDwPCni17sw+TX4tp24g,8,8,148
A5D46EBBXPvAibaEXe++bDwPCni17q7oeP/cf0jF,6.78,8.14,64
373C7479XPvAibaEXe++bDwPCni17uzurhujbpFF,0.84,7.4,3
BF600D21XPvAibaEXe8CN9MRovh0mKaR7F/jDXgp,7.88,7.88,152
17416684XPvAibaEXe88L+jeN4TPm1DCv0jKW40C,0,0,0
E8BA7679XPvAibaEXe88L+jeN4TPmwIc2BoClZgk,8.35,8.35,148
C02CD79DXPvAibaEXe88L+jeN4TPm6P/mnOmPlrO,7.34,7.34,152
7CA51573XPvAibaEXe/Z2D1Qs9UWoMKK8xVT1fDX,8.34,8.34,152
F2278788XPvAibaEXe/Z2D1Qs9UWoGyTMjg2MYbM,8.05,8.05,148
D4F95B3CXPvAibaEXe/Z2D1Qs9UWoHfR72CTYzHW,4.8,6.68,38
FAF7008FXPvAibaEXe/Z2D1Qs9UWoLz0wvrvwm+Q,5.94,7.19,118
9B1136D0XPvAibaEXe/SouBySQ9Uj5QTVvKuCo9z,7.88,7.88,152
171EB319XPvAibaEXe/SouBySQ9Ujy9NTsMyD8+d,7.79,7.79,154
FEBE0DC0XPvAibaEXe/SouBySQ9Uj/o7ee8c+POp,7.35,7.35,148
D04D50BEXPvAibaEXe87069oyWO+IX2oarXXGN7K,7.88,7.88,155
41C25881XPvAibaEXe87069oyWO+IWVvmqlp051S,7.33,7.33,151
289BA10BXPvAibaEXe87069oyWO+IXrSVrxmdC6P,8.51,8.51,154
CC6A9A36XPvAibaEXe87069oyWO+IdRQUNsRf3jJ,7.73,7.93,152
0B431A01XPvAibaEXe87069oyWO+IS0M6kVzLXKw,7.29,7.29,15
D7947438XPvAibaEXe9XrYsEpevBo8LLnPXfgpYn,6.85,6.85,155
42B60DB1XPvAibaEXe9XrYsEpevBoxZ0jKt421UR,6.53,6.53,134
2B8BC614XPvAibaEXe/uPR0E3TEtQm7Vvb2UfkDr,7.4,7.4,148
3E1CDC45XPvAibaEXe/uPR0E3TEtQtoDVSV6MJMV,7.42,7.42,152
1748B3E7XPvAibaEXe/5n/8z7IorIl5VVVuCKrx8,7.96,7.96,154
1018ADF8XPvAibaEXe/5n/8z7IorIk20OdhUEnK0,7.91,7.91,155
2D6C4EB6XPvAibaEXe/5n/8z7IorIp1P15hhSw7Z,7.88,7.88,152
6186D18DXPvAibaEXe8X/UxhAbbOG7qKhAi3BxtD,7.85,7.85,141
A99910D5XPvAibaEXe8X/UxhAbbOGw8A+5PDAGk9,7.34,7.34,154
F986B312XPvAibaEXe8X/UxhAbbOG7+k+qXfeQpx,6.97,6.97,144
C922E427XPvAibaEXe8X/UxhAbbOG1VSHOvQrWYR,3.9,6.56,38
95D34586XPvAibaEXe8X/UxhAbbOG9WPEDe/Kq4t,7.23,7.23,147
A7D8F9DEXPvAibaEXe+wVOsoF63SsE1LV6Mh7FQg,7.17,7.29,153
27DEED3DXPvAibaEXe+wVOsoF63SsFd2Mp70LIMr,6.3,7.23,115
43B597A5XPvAibaEXe+wVOsoF63SsKaicQJB9UVL,8.09,8.09,148
4842D442XPvAibaEXe+wVOsoF63SsLCyCepkMYRu,7.05,7.05,141
70DB9DFEXPvAibaEXe+wVOsoF63SsK0TfmDhz7G+,8.48,8.48,148
718339B6XPvAibaEXe+wVOsoF63SsD/Zf8LQl2bf,7.39,7.57,143
56996328XPvAibaEXe8FGyuwtFnKnOqpMxWSLkC/,7.9,7.9,148
0DBCCDABXPvAibaEXe8FGyuwtFnKnMb43/h/1bI3,6.59,6.61,153
3F7EE327XPvAibaEXe8FGyuwtFnKnA3zwdulIpUk,7.87,7.87,148
C6E5C420XPvAibaEXe8FGyuwtFnKnLrgOMYcAXAq,6.81,6.87,137
9960EA0AXPvAibaEXe/odi52as1TQ3YsfForj10r,7.25,7.25,146
DA16B17CXPvAibaEXe/odi52as1TQ6r3rl+RnLh7,8.11,8.11,152
2273F154XPvAibaEXe/odi52as1TQ6qXsflcjall,7.13,7.13,148
FB398A5AXPvAibaEXe/KpP1fV6ua5ytnVTwMWRqf,3.67,6.34,27
410D0A94XPvAibaEXe/KpP1fV6ua5wXA/QUFGsXs,6.95,7.02,135
29545CC9XPvAibaEXe9hweWHK/GxsGmSbmxJ4PJR,6.6,6.67,146
A3BBF886XPvAibaEXe9hweWHK/GxsN0ZrmRCP4Nc,2.31,0,0
FAC2CB19XPvAibaEXe9hweWHK/GxsCZwqeiCNyRF,6.6,6.6,149
EDFD99D9XPvAibaEXe86ShnmDByrm2bhjZioKmj+,8.18,8.18,141
FC641DE7XPvAibaEXe86ShnmDByrm9beRkWh1xfB,8,8,144
16CB5DD9XPvAibaEXe86ShnmDByrm78ybvgYsRBW,8.81,8.81,141
F1AC7EB2XPvAibaEXe86ShnmDByrm6Sn44IZZf9+,8.18,8.18,144
2A1CE9C9XPvAibaEXe86ShnmDByrmwlM6+Yi6Z7F,7.13,7.3,148
0E31BA26XPvAibaEXe/jA2MATe6eKnEqbe1SUl7t,6.9,6.9,152
9C815F62XPvAibaEXe/jA2MATe6eKpLGJuVbUdNX,8.45,8.45,154
93A53025XPvAibaEXe/jA2MATe6eKghjZS7iZ5y5,7.96,7.96,153
58C3BAECXPvAibaEXe/jA2MATe6eKg/8OGy+CwwB,7.32,7.53,135
636A3D34XPvAibaEXe/jA2MATe6eKnxOuDPAw+Yf,8.27,8.27,152
92865BACXPvAibaEXe8bN4Cpfw33op1x4yhxVlFn,8.26,8.26,153
49239E49XPvAibaEXe8jiYzwktGScj334ZUiVBYZ,7.36,7.36,144
2D377495XPvAibaEXe8jiYzwktGScjnmJFOjiHsk,3.16,7.43,9
F41844C2XPvAibaEXe8jiYzwktGScu03xba/isey,8.01,8.17,173
824157C6XPvAibaEXe+Y0lGmaTa/AMr9go8VhydD,7.01,7.17,131
26BA2C03XPvAibaEXe+Y0lGmaTa/AO+2ehaTjeTz,5.75,7.2,108
8D656270XPvAibaEXe+Y0lGmaTa/AIXwE8qmYbX4,7.76,7.76,156
C7B5F97DXPvAibaEXe+Y0lGmaTa/AOdSX+qsP9tW,7.88,7.88,145
83302EADXPvAibaEXe9Q2McsUcINTqYf3w5qE4hy,2.9,6.29,36
63F67660XPvAibaEXe9Q2McsUcINTr04J/PwesaO,8.05,8.05,154
229B3A7FXPvAibaEXe+F5/cNCOrl8foZOaeZdVze,2.89,6.38,13
FB2EFDB2XPvAibaEXe+F5/cNCOrl8W9eu69oLqpj,7.07,7.16,153
487627CBXPvAibaEXe+F5/cNCOrl8Stq+Gv4Qkdr,7.29,7.29,144
00E148C2XPvAibaEXe+YFpGAAgvteQTcTeueqms0,5.25,6.88,53
BED5368DXPvAibaEXe+YFpGAAgvteWQNcBQnhVHj,6.26,6.83,127
F9AA5D76XPvAibaEXe+YFpGAAgvtefHiRUwukm0x,4.86,6.34,77
92F8B64EXPvAibaEXe+YFpGAAgvtefsYfGW2BhK3,5.36,6.21,113
CCF627D0XPvAibaEXe+oAybUv81bbkc8L/mx+IhC,7.78,7.78,144
F6A9AF8AXPvAibaEXe+oAybUv81bbuqcqHiKgk2n,7.12,7.12,153
ED9C52B9XPvAibaEXe+oAybUv81bbjsBgUnuLAOx,4.65,5.67,86
C3A70311XPvAibaEXe8srCIvWdWtBxE9jCpXe9fz,7.58,7.58,156
59D74F9FXPvAibaEXe8srCIvWdWtByaH8vuY6xk2,8.17,8.17,154
7695BB67XPvAibaEXe+SI2uhC5CMEVmnYQYHJETH,7.26,7.26,155
48452E85XPvAibaEXe+SI2uhC5CMEdFHpnGbDn+D,6.73,6.73,154
6DE3DA07XPvAibaEXe+SI2uhC5CMEYmTe/FcwE7t,4.29,6.58,52
AE861457XPvAibaEXe8CSUzma4ok0vV/Cr7jHwGh,7.98,7.98,80
57A9555DXPvAibaEXe9kJ+qYUUrp6yzqg8iX3syd,7.94,7.94,149
A5DEFA28XPvAibaEXe9kJ+qYUUrp6+diYIQXKhPn,3.85,6.4,37
DDE02F5BXPvAibaEXe8G+DN2/i3pr6rfxZUqQec+,6.41,6.41,150
9B998277XPvAibaEXe8G+DN2/i3pr/oF+P6nZZEo,7.07,7.07,154
D91E5619XPvAibaEXe8G+DN2/i3pr/E/gR0jHz1z,6.78,6.78,153
EAE7D3DEXPvAibaEXe8G+DN2/i3prxc19egjVMaF,4.17,6.41,51
38F28A91XPvAibaEXe+EYzJPHISY8+p5lYWf9h1M,7.16,7.16,148
22101E7EXPvAibaEXe+EYzJPHISY88zmD5Ggw1zy,7.18,7.18,148
AA968E02XPvAibaEXe+EYzJPHISY84pYNNoYKVx8,6.89,7.24,143
6FD95A3EXPvAibaEXe/WTR5UGsYutI5eTB+81qWD,8.31,8.31,145
283D4053XPvAibaEXe/WTR5UGsYutNLeR8bf2KAJ,7.75,7.75,145
53E95764XPvAibaEXe8NrxrmA741r2VOKP0Nz9D+,7.45,7.45,157
8FBBB6C6XPvAibaEXe8NrxrmA741rzbFPVT7q+GY,7.87,7.87,141
55164ECCXPvAibaEXe8NrxrmA741rzp6pr4JjBBO,7.35,7.35,148
59884D21XPvAibaEXe8NrxrmA741r7Pe5nXtcI17,8.27,8.27,148
CFD92B12XPvAibaEXe8NrxrmA741rwjdaY15+2D+,6.26,6.86,143
38FF2E95XPvAibaEXe8NrxrmA741ryUXhWKlA2pD,5.38,6.7,81
96CF712CXPvAibaEXe+r7f7XCVFwZlotxVG9Upk1,6.39,6.97,130
B5832DFFXPvAibaEXe+r7f7XCVFwZvPJHtRXPtLQ,7.96,7.96,150
EC67C83FXPvAibaEXe+r7f7XCVFwZprJvUgra96+,7.53,7.53,152
A08707C4XPvAibaEXe+r7f7XCVFwZs29W4FZcCkZ,6.85,7.03,152
AF9C2664XPvAibaEXe+r7f7XCVFwZp6oIbSBlnEp,4.13,6.07,54
E8506363XPvAibaEXe+r7f7XCVFwZn9B2GY65sNU,7.42,7.42,143
74BDC2C0XPvAibaEXe+r7f7XCVFwZpJLOv4SjWsq,8.02,8.02,141
A92BF9A0XPvAibaEXe+r7f7XCVFwZv7HAv2D+pa4,7.37,7.37,141
AB7317E2XPvAibaEXe9x7FcJ6vxIP4BR1XiauvBI,6.9,6.97,138
89B9E37AXPvAibaEXe9x7FcJ6vxIP8ZfUeeTsqYu,6.69,6.82,149
6C47CE97XPvAibaEXe9x7FcJ6vxIP5DbuWFqkriE,8.61,8.61,144
D2387061XPvAibaEXe9x7FcJ6vxIP5GEUQ7u0GJN,8.11,8.11,152
7E5F0261XPvAibaEXe9x7FcJ6vxIP/wyKPNs2niT,6.76,6.76,148
0A29A66BXPvAibaEXe9CFhTkHod3yS4qPQKSYcEO,5.86,6.92,119
271B286AXPvAibaEXe9CFhTkHod3yfY0OnaNvlXt,6.93,7.04,144
017CD572XPvAibaEXe9CFhTkHod3yQuYGl3Dx7Ko,4.15,6.61,43
1B5C151DXPvAibaEXe9CFhTkHod3yUw8wiccXxfg,0,0,0
EF351515XPvAibaEXe9CFhTkHod3yS5z1VDkCy75,7.33,7.33,152
BCD2B356XPvAibaEXe/UTqPTjBxFVlHUdLueHP1K,8.09,8.09,17
CE5AA641XPvAibaEXe/UTqPTjBxFVqOsv91ZMjHy,7.23,7.23,152
2CFFC4A4XPvAibaEXe/UTqPTjBxFVmaKYeKYiNBw,3.84,6.55,13
407973B4XPvAibaEXe/UTqPTjBxFVu/QwKCE2S5w,6.73,6.86,150
C7C98961XPvAibaEXe/UTqPTjBxFVtKmLCQure30,7.17,7.17,148
336B9F53XPvAibaEXe/jd8ghaf1GTNPSHNuhAHTZ,7.29,7.29,143
F473C1ABXPvAibaEXe/jd8ghaf1GTNdb+cfjD9JK,4.4,6.27,76
32425155XPvAibaEXe/jd8ghaf1GTDJ2RkglGilP,6.79,6.87,141
98885261XPvAibaEXe+fEAEfw3o+KtD8p1BCYU+u,8.29,8.29,145
DE53507FXPvAibaEXe+fEAEfw3o+Ko6TvTSgijy3,0.47,0,0
0DB26593XPvAibaEXe+fEAEfw3o+Koj1aryhxwXB,6.63,6.94,148
2B9BB841XPvAibaEXe/7YVAxOsMwOsVlHgtpSb0I,6.72,6.72,141
67A51DC3XPvAibaEXe/7YVAxOsMwOtCFvKInEQ0e,4.51,7.31,41
A3B55E76XPvAibaEXe/7YVAxOsMwOlSm2jrgLdri,7.16,7.16,143
0E3CC85BXPvAibaEXe/7YVAxOsMwOq19C4IZbCNV,4.21,5.88,51
B3BB25C7XPvAibaEXe8E8MfopOpLfow3YpFUxKb9,7.4,7.4,141
5ABD2AEBXPvAibaEXe8E8MfopOpLfpzgaVQKHwFD,7,7,140
DB711988XPvAibaEXe8E8MfopOpLfuvKyaJThdNU,7.87,7.87,141
ACC6BE03XPvAibaEXe/7jEMhYBA6GZiEn3v4da33,6.83,7.24,142
075CAE0AXPvAibaEXe/7jEMhYBA6GRpJvL6kzgyG,8.27,8.27,147
E32F85C4XPvAibaEXe8OoiZ7Qg2eTzHFJYtJfMmx,7.28,7.28,143
E4A8F3C3XPvAibaEXe8OoiZ7Qg2eT+Jy+LbBom1V,6.84,6.84,142
751C5CD8XPvAibaEXe8OoiZ7Qg2eT/MgIge5XLta,3.85,5.89,35
BD12868AXPvAibaEXe8OoiZ7Qg2eT6mcyIhrsW0w,8.35,8.35,148
12C6CEBDXPvAibaEXe8HWu5TvPOfaHJ8WggqhfpV,6.59,6.75,147
41879EDBXPvAibaEXe8HWu5TvPOfaMIlvMjXTKxE,4.34,5.87,67
D20DDE4FXPvAibaEXe8HWu5TvPOfaN9KOnh24+IZ,6.63,6.76,145
7D6A1FB2XPvAibaEXe904Wq1lYkfi03olJ53wEUL,6.88,7.07,148
260F89E3XPvAibaEXe904Wq1lYkfi3SWlgS7D671,5.64,6.57,143
DB9FA965XPvAibaEXe904Wq1lYkfi1x2F3Ukc2Og,7.73,7.89,140
F8B7B670XPvAibaEXe904Wq1lYkfi68eFFkYR0b3,6.9,6.9,147
D2EB1EB6XPvAibaEXe9Hp2TeoSwCGebpfL629QyM,7.33,7.51,137
63276F86XPvAibaEXe9Hp2TeoSwCGTQ0JelgLNZH,0.39,0,0
