mssv,sotc_hk1,sotc_hk2,sotc_hk3,sotc_hk4,sotc_hk5,sotc_hk6,sotc_hk7,sotc_hk8,sotc_hk9,sotc_hk10,sotc_hk11,sotc_hk12,sotc_hk13,sotc_hk14,sotc_hk15,sotc_hk16,sotc_hk17,sotc_hk18,sotc_hk19,sotc_hk20,sotc_hk21,sotc_hk22
037AAE6FXPvAibaEXe8ZCBSJNuktiCdU6dkKR988,19,19.0,21.0,20.0,28.0,26.0,,,,,,,,,,,,,,,,
037C3BF2XPvAibaEXe+EAlU+wSWpDZ0GbMgeWH3/,16,17.0,18.0,19.0,21.0,19.0,12.0,,,,,,,,,,,,,,,
03810112XPvAibaEXe9fwZBwsCOuQPoWCjpy04cL,22,18.0,,,,,,,,,,,,,,,,,,,,
03816B23XPvAibaEXe/1Yakz2BGJTcBso5ZBcYrz,19,24.0,23.0,20.0,25.0,11.0,11.0,,,,,,,,,,,,,,,
03823CADXPvAibaEXe9I+C+SSlZOXdf6VphgZImp,22,,,,,,,,,,,,,,,,,,,,,
0388C53EXPvAibaEXe9F2tx/ToPx3FKeDTdDjuhB,17,20.0,24.0,19.0,4.0,24.0,20.0,4.0,20.0,20.0,,,,,,,,,,,,
03918911XPvAibaEXe8uDPDBBTbYrBR+erGSTT5q,16,19.0,23.0,19.0,19.0,14.0,12.0,,,,,,,,,,,,,,,
0394FD62XPvAibaEXe9D0puFBsAtkmu/3f4p7oUp,20,23.0,17.0,20.0,16.0,14.0,11.0,10.0,,,,,,,,,,,,,,
039739DCXPvAibaEXe9cMY+S62CQpXn1AzsVSyJ2,17,20.0,18.0,,,,,,,,,,,,,,,,,,,
0397E523XPvAibaEXe+q0E3QguGBpXo0jV2oyFig,21,17.0,19.0,25.0,18.0,23.0,21.0,14.0,13.0,,,,,,,,,,,,,
0398BD47XPvAibaEXe+1qnC7LACO/Xq5fbBTAgzN,17,19.0,23.0,22.0,17.0,14.0,14.0,16.0,12.0,,,,,,,,,,,,,
039A40EBXPvAibaEXe/sW+jVmHnQGlexsxcKegMx,17,19.0,20.0,23.0,24.0,20.0,15.0,12.0,,,,,,,,,,,,,,
03A27B34XPvAibaEXe+XuNgf2Sify1FkYwDf2m0F,18,21.0,23.0,18.0,17.0,16.0,15.0,,,,,,,,,,,,,,,
03A6BE54XPvAibaEXe8KqSssRcgb+VRh3IXGOnI7,16,,,,,,,,,,,,,,,,,,,,,
03B1BF87XPvAibaEXe83EtiN4MI2ns5qclkPljKC,22,22.0,20.0,17.0,14.0,17.0,15.0,11.0,10.0,,,,,,,,,,,,,
03B3F65FXPvAibaEXe+QJ0MB5TsYNe5nyw6HufAr,20,22.0,16.0,18.0,4.0,11.0,15.0,15.0,16.0,2.0,3.0,,,,,,,,,,,
03B7B83FXPvAibaEXe+rQqH2xQ3mK0bmBwLPwvLq,14,16.0,15.0,,,,,,,,,,,,,,,,,,,
03BBAAD7XPvAibaEXe8EW55eQakbv2dGs/7ZpoNB,14,14.0,19.0,0.0,,,,,,,,,,,,,,,,,,
03C79B24XPvAibaEXe+PAOVcd+LnOZDHTOc4IJv0,13,17.0,24.0,23.0,20.0,19.0,17.0,14.0,3.0,4.0,,,,,,,,,,,,
03CB6F51XPvAibaEXe+fmJL3h1osPKagDzJfY1Is,16,20.0,21.0,,,,,,,,,,,,,,,,,,,
03CB8DC4XPvAibaEXe+4XPPXlKRz0LWy5kJsvBRv,17,19.0,19.0,18.0,21.0,11.0,3.0,17.0,18.0,3.0,19.0,6.0,,,,,,,,,,
03E82A07XPvAibaEXe/uepF/LZG2ltTcDOAe6cyL,21,21.0,16.0,,,,,,,,,,,,,,,,,,,
03E9147DXPvAibaEXe+NnQrnI1K9JMnAja73zCHH,17,18.0,20.0,20.0,23.0,21.0,18.0,18.0,,,,,,,,,,,,,,
03EC266CXPvAibaEXe8Zj2AQQ+YjPDCtujie7z73,21,19.0,18.0,,,,,,,,,,,,,,,,,,,
03ECE99EXPvAibaEXe8NoNh54Mn6M+2xXKb+BCMr,17,20.0,19.0,16.0,16.0,15.0,16.0,19.0,13.0,,,,,,,,,,,,,
03EE20FAXPvAibaEXe8Ei6irkiwEYKyo/KQObYIk,14,,,,,,,,,,,,,,,,,,,,,
03F0FDF5XPvAibaEXe81r7KrCH0uc/DWUtJIS0l8,12,13.0,6.0,8.0,7.0,19.0,7.0,,,,,,,,,,,,,,,
03F181B0XPvAibaEXe+7uLWSh9XvQs9BhtrBVBeU,17,19.0,24.0,17.0,23.0,23.0,16.0,10.0,,,,,,,,,,,,,,
03F799BCXPvAibaEXe9MnecufC0W/vTkuEmnC2RW,17,19.0,21.0,18.0,,,,,,,,,,,,,,,,,,
03FF368EXPvAibaEXe8JVGhFAfQ9U/upCLkDhtRc,14,19.0,14.0,,,,,,,,,,,,,,,,,,,
04018197XPvAibaEXe8ScncBV/gL3nJNRsPfycU4,17,,,,,,,,,,,,,,,,,,,,,
0401F5D8XPvAibaEXe/33FMzfi5mea/1WCTgCGuE,19,16.0,20.0,17.0,20.0,,,,,,,,,,,,,,,,,
0402B932XPvAibaEXe9xHju59ydahTjwi8JiBa4z,17,21.0,24.0,24.0,22.0,22.0,20.0,18.0,,,,,,,,,,,,,,
0406981FXPvAibaEXe+M8JaUhbJyecydVJn03CsO,17,15.0,4.0,22.0,23.0,20.0,20.0,21.0,14.0,,,,,,,,,,,,,
040EC982XPvAibaEXe+ERYFOhgzk5TJhMb5/nkzT,14,14.0,20.0,,,,,,,,,,,,,,,,,,,
0415BA59XPvAibaEXe/f/Q1bKxMyhFreBFnAqn32,17,27.0,24.0,15.0,16.0,,,,,,,,,,,,,,,,,
0419426CXPvAibaEXe/EvmuerN6w1BIIPdWHHov2,19,22.0,7.0,16.0,18.0,16.0,19.0,16.0,8.0,4.0,,,,,,,,,,,,
041F7D4CXPvAibaEXe9lyNw7zdm99jpjj8mjiV3M,16,19.0,23.0,14.0,15.0,,,,,,,,,,,,,,,,,
04234787XPvAibaEXe+4ETeamtJzhG84K01qWXLW,19,18.0,18.0,20.0,16.0,18.0,4.0,15.0,,,,,,,,,,,,,,
042AF6AEXPvAibaEXe+NTT/XirluiUBFaLtjJar1,17,18.0,14.0,,,,,,,,,,,,,,,,,,,
042B0951XPvAibaEXe9tNeZtU5umq1T3dnIy1gbU,21,17.0,20.0,,,,,,,,,,,,,,,,,,,
042E4A1EXPvAibaEXe8qdDDDT8MR9B47o0UK//IE,18,,,,,,,,,,,,,,,,,,,,,
042F0E58XPvAibaEXe8p9EUNm1rzjknB/SCShuuv,19,21.0,24.0,14.0,17.0,,,,,,,,,,,,,,,,,
043446ABXPvAibaEXe+D/rLOK41HOgI3XqKCgQnG,18,16.0,20.0,18.0,17.0,,,,,,,,,,,,,,,,,
043AE465XPvAibaEXe86sbeN0/YCTVJDeWwsGcv7,17,21.0,20.0,20.0,15.0,19.0,20.0,10.0,10.0,10.0,,,,,,,,,,,,
043B0CDAXPvAibaEXe8d5+4VMyfVsO7O83z9K9IN,17,19.0,19.0,17.0,22.0,11.0,12.0,,,,,,,,,,,,,,,
043ECE64XPvAibaEXe8p7+QBLh7hjqIhsiZHycCn,19,21.0,20.0,24.0,15.0,21.0,21.0,10.0,13.0,8.0,,,,,,,,,,,,
044251C4XPvAibaEXe+zviMYuJzmlQrTTytgtURL,18,19.0,24.0,,,,,,,,,,,,,,,,,,,
0446F74EXPvAibaEXe8yiBl4rYjVW0cRgGdXUNYX,22,19.0,21.0,,,,,,,,,,,,,,,,,,,
044CC105XPvAibaEXe9lyNw7zdm99sNZWsMMd7wW,14,20.0,4.0,22.0,16.0,15.0,,,,,,,,,,,,,,,,
045380DDXPvAibaEXe+ItThaeWSaTjqzWjK/+ZK7,19,19.0,19.0,20.0,20.0,16.0,17.0,12.0,,,,,,,,,,,,,,
045412CEXPvAibaEXe+6wkETMZCyIZAB7oEBy8dg,14,19.0,21.0,16.0,21.0,,,,,,,,,,,,,,,,,
0457DCC0XPvAibaEXe/CDMtnBauOUNMC60BG9GmS,20,18.0,18.0,19.0,16.0,19.0,14.0,9.0,,,,,,,,,,,,,,
045BA438XPvAibaEXe+2WNqGC1yvSPNgdEGhoQQx,14,16.0,18.0,19.0,8.0,0.0,,,,,,,,,,,,,,,,
0460817DXPvAibaEXe/57ZZLpsI5pdWpukWEzeJA,15,19.0,21.0,20.0,20.0,17.0,17.0,,,,,,,,,,,,,,,
0463ACC3XPvAibaEXe+Ps8zYokGtSapa8Xbcuvzs,20,24.0,22.0,23.0,17.0,16.0,13.0,14.0,,,,,,,,,,,,,,
0464C623XPvAibaEXe94igOHwzHdHXRO550upwX3,14,,,,,,,,,,,,,,,,,,,,,
0466A7B8XPvAibaEXe9syTSxuDl8vpkf7rdPLD8r,20,18.0,20.0,,,,,,,,,,,,,,,,,,,
046DFC1EXPvAibaEXe8d5+4VMyfVsJ8BKuqNRrBF,21,20.0,19.0,24.0,24.0,15.0,7.0,,,,,,,,,,,,,,,
04703EC6XPvAibaEXe+pyJpvsB6nZNTWzQVDye30,17,19.0,18.0,7.0,21.0,21.0,15.0,,,,,,,,,,,,,,,
04782F2FXPvAibaEXe9PMC4shTguo6ck0HN7QeAg,17,17.0,13.0,15.0,,,,,,,,,,,,,,,,,,
047911D8XPvAibaEXe+fPSOag5leTYMAZx0GJa1L,13,21.0,22.0,24.0,12.0,19.0,20.0,18.0,14.0,4.0,0.0,,,,,,,,,,,
047B5CA3XPvAibaEXe8c53vaOKMxC239GQMYdXlR,17,22.0,21.0,24.0,17.0,15.0,3.0,15.0,14.0,10.0,,,,,,,,,,,,
0489E473XPvAibaEXe+bm6JbdOAYBaxMVH+56wco,18,,,,,,,,,,,,,,,,,,,,,
048D7432XPvAibaEXe/JRR+qhRXMm+5z8ZDG9qI1,13,18.0,17.0,19.0,15.0,14.0,22.0,19.0,,,,,,,,,,,,,,
048FA4C0XPvAibaEXe87zPkGv/Pdbr2144f7+cX9,16,21.0,17.0,23.0,18.0,4.0,16.0,10.0,0.0,,,,,,,,,,,,,
04911A73XPvAibaEXe8p+Buz4QuyY8dcmE+1aEY7,16,18.0,8.0,,,,,,,,,,,,,,,,,,,
04937B4DXPvAibaEXe+KnWgScvZ27EaSNJL9HdvK,16,18.0,7.0,22.0,20.0,0.0,23.0,17.0,18.0,21.0,0.0,,,,,,,,,,,
04989E41XPvAibaEXe86mMJZ3W/SqcY8mLHhMdwA,20,22.0,14.0,,,,,,,,,,,,,,,,,,,
04993E46XPvAibaEXe/c+AA7R58MU9q6TAEVnxuT,16,17.0,21.0,19.0,19.0,15.0,12.0,,,,,,,,,,,,,,,
04999C75XPvAibaEXe8GsP3JAon4v+nvzV/VmQos,18,12.0,,,,,,,,,,,,,,,,,,,,
0499BD34XPvAibaEXe8cSwcDAK/pUFr2X7+QevI0,19,21.0,20.0,20.0,19.0,14.0,14.0,14.0,,,,,,,,,,,,,,
049B1D99XPvAibaEXe+7yjglV2dMp28RxoCMvatp,15,20.0,19.0,20.0,4.0,21.0,18.0,14.0,14.0,8.0,,,,,,,,,,,,
04AD9652XPvAibaEXe/6muSCAeQUC/HrmBsgyb6e,18,15.0,11.0,26.0,17.0,,,,,,,,,,,,,,,,,
04AEE489XPvAibaEXe9u8ftW5AKWETBFyE+T26n4,18,21.0,24.0,21.0,18.0,15.0,14.0,,,,,,,,,,,,,,,
04B45B79XPvAibaEXe9v6ULsv63kidFjmF+I8Gmo,18,,,,,,,,,,,,,,,,,,,,,
04B7A984XPvAibaEXe85pnNqK7QfqhKDMnMoWGNg,16,22.0,16.0,,,,,,,,,,,,,,,,,,,
04B8CFCFXPvAibaEXe/baiw3K4HkF2jQGbVW7zgO,13,22.0,23.0,20.0,19.0,16.0,16.0,9.0,13.0,,,,,,,,,,,,,
04BB5201XPvAibaEXe9wR386kYOWu9pD/KusWr/q,14,23.0,23.0,,,,,,,,,,,,,,,,,,,
04C4D9F8XPvAibaEXe+/MvKIb2VAVSyw+efhOMhT,17,21.0,23.0,18.0,15.0,17.0,13.0,,,,,,,,,,,,,,,
04C5C23BXPvAibaEXe8OUmHa5DLhUTJw8W+5VW8D,16,18.0,22.0,16.0,19.0,,,,,,,,,,,,,,,,,
04C81950XPvAibaEXe/ly4CLNSveRDKW02PJnm/0,18,19.0,25.0,24.0,20.0,,,,,,,,,,,,,,,,,
04C9CC0EXPvAibaEXe/S5mChdnrLm80qIvJ4ryp4,17,15.0,25.0,21.0,15.0,16.0,19.0,19.0,4.0,17.0,10.0,,,,,,,,,,,
04CA893BXPvAibaEXe/SouBySQ9Uj8rioKR0JeF/,17,19.0,22.0,21.0,22.0,20.0,16.0,20.0,8.0,,,,,,,,,,,,,
04CD33EBXPvAibaEXe++B0JyCbXA1LAC7v3DyD0t,17,17.0,0.0,23.0,24.0,23.0,20.0,10.0,,,,,,,,,,,,,,
04CDB750XPvAibaEXe81fV8vPRwD6JYmHnM75CHO,13,17.0,21.0,24.0,24.0,15.0,10.0,,,,,,,,,,,,,,,
04D811CEXPvAibaEXe+hiNwRJR1W0Lg007zCYQ6a,14,,,,,,,,,,,,,,,,,,,,,
04D88553XPvAibaEXe8EoEN8tkksyX1oqJUl48N1,12,12.0,,,,,,,,,,,,,,,,,,,,
04D98A42XPvAibaEXe9whL/t4cdMZYa7qJs9tdR2,13,15.0,6.0,6.0,27.0,17.0,4.0,26.0,16.0,6.0,24.0,22.0,,,,,,,,,,
04DDFC34XPvAibaEXe8zLanLNVS12W6u8w3Iex7Z,19,20.0,4.0,25.0,20.0,20.0,22.0,17.0,4.0,3.0,10.0,,,,,,,,,,,
04E907A8XPvAibaEXe+duwZbUJ/33VkSKofqHhHZ,16,22.0,22.0,,,,,,,,,,,,,,,,,,,
04F1D2FBXPvAibaEXe+nNcqpVbk9mW5m1LZhoulC,15,15.0,4.0,21.0,18.0,19.0,10.0,19.0,19.0,4.0,15.0,,,,,,,,,,,
04F87408XPvAibaEXe80b1fr0fH/JuobsigdDkbt,17,14.0,3.0,19.0,20.0,18.0,18.0,23.0,17.0,,,,,,,,,,,,,
04F89839XPvAibaEXe8ge2UHv4J4B7N8hGEpTcLN,22,19.0,25.0,18.0,20.0,16.0,11.0,10.0,,,,,,,,,,,,,,
04FDAA30XPvAibaEXe/Md8T4y692B3u2dfN+Z+ox,15,19.0,18.0,21.0,8.0,23.0,,,,,,,,,,,,,,,,
0503FE6BXPvAibaEXe/el9TRAKM7gRqt8tonkLHU,16,15.0,18.0,8.0,21.0,14.0,14.0,,,,,,,,,,,,,,,
05088522XPvAibaEXe8Fsd3dnKA7Bc1+6v7wPmGw,14,17.0,19.0,16.0,19.0,,,,,,,,,,,,,,,,,
05092C76XPvAibaEXe//3t8+us0X0mVxYbHKgEu4,22,22.0,3.0,22.0,18.0,16.0,16.0,17.0,17.0,20.0,7.0,4.0,,,,,,,,,,
050C0B15XPvAibaEXe+RaLErOlzghf6IG53IfKu6,19,19.0,26.0,21.0,16.0,15.0,19.0,14.0,,,,,,,,,,,,,,
050F140DXPvAibaEXe8/V1eK05z04yfYqNp+lM9T,13,21.0,24.0,20.0,19.0,20.0,24.0,17.0,4.0,3.0,0.0,,,,,,,,,,,
0518F328XPvAibaEXe8LlSwdi4NcNZFJX0aSHxii,14,,,,,,,,,,,,,,,,,,,,,
052DD070XPvAibaEXe915NmCViXOMIckuNlCM3i6,20,23.0,7.0,22.0,22.0,14.0,19.0,12.0,12.0,,,,,,,,,,,,,
052F8D23XPvAibaEXe/eaktUZd/HYDNaDtwDRqFa,9,14.0,8.0,16.0,,,,,,,,,,,,,,,,,,
0530224EXPvAibaEXe8Dld2HmzmH+kCtWglGcaLd,15,23.0,24.0,23.0,22.0,16.0,10.0,,,,,,,,,,,,,,,
054AFCA2XPvAibaEXe8iDpfibljbVA5Sfr30nHDC,16,19.0,21.0,20.0,22.0,,,,,,,,,,,,,,,,,
05540AD0XPvAibaEXe8yPFclSS+31nf1uHVqZbzf,16,19.0,13.0,,,,,,,,,,,,,,,,,,,
0554B4EFXPvAibaEXe87anst8v7ZscnDDdhB9RMd,13,3.0,,,,,,,,,,,,,,,,,,,,
05598AD6XPvAibaEXe/J+06HIXtOopHxBO/TuYGy,14,,,,,,,,,,,,,,,,,,,,,
055BAF5DXPvAibaEXe/0VyaRB0LQpI2nprMmUPej,15,19.0,21.0,20.0,14.0,20.0,14.0,,,,,,,,,,,,,,,
055BC8B6XPvAibaEXe8ooYk4mkUGmEtvnAf/k5xO,22,19.0,20.0,21.0,10.0,24.0,24.0,22.0,24.0,6.0,,,,,,,,,,,,
05654038XPvAibaEXe9JdUmjPcaT8qIMCNLlkTTg,22,22.0,20.0,20.0,15.0,19.0,16.0,17.0,10.0,,,,,,,,,,,,,
0571BDDAXPvAibaEXe8zN2KKhdLFutRJ2ofD5gnd,21,18.0,20.0,21.0,19.0,17.0,8.0,14.0,,,,,,,,,,,,,,
0572F12EXPvAibaEXe80CrbkBDr5tWwm+CyP6i8i,21,19.0,21.0,18.0,18.0,17.0,18.0,8.0,0.0,,,,,,,,,,,,,
05788578XPvAibaEXe/QkTB1xN5MPFI5BYaSFqcG,18,19.0,18.0,19.0,17.0,,,,,,,,,,,,,,,,,
05790986XPvAibaEXe/HUuIVo8uCR806VMpIwFaa,15,21.0,,,,,,,,,,,,,,,,,,,,
058F3258XPvAibaEXe+q0E3QguGBpZhJA/lqgre3,17,18.0,21.0,22.0,15.0,14.0,14.0,8.0,12.0,,,,,,,,,,,,,
0590426BXPvAibaEXe9VY3GVIF2YyGuRDsCtzwO6,20,20.0,18.0,,,,,,,,,,,,,,,,,,,
0597247FXPvAibaEXe+NyYotv4FWdZdBHNs2i/Tz,21,21.0,24.0,15.0,19.0,17.0,21.0,21.0,17.0,,,,,,,,,,,,,
05A4E85BXPvAibaEXe+6dFHuhEUn/rcqr3jRvGcp,18,19.0,17.0,,,,,,,,,,,,,,,,,,,
05AF4261XPvAibaEXe/F2mtezx5YvSncw+/rAwm6,17,,,,,,,,,,,,,,,,,,,,,
05B238ADXPvAibaEXe97/vKPISG06RpS8K/s/5C4,22,22.0,16.0,,,,,,,,,,,,,,,,,,,
05B6E41FXPvAibaEXe8LHfATqQ4bHrv3q9RncGj8,17,19.0,7.0,20.0,24.0,4.0,23.0,20.0,17.0,14.0,,,,,,,,,,,,
05BA9CDCXPvAibaEXe+U7TM8g+ivYbbngk4nRmEc,22,,,,,,,,,,,,,,,,,,,,,
05BE3C4FXPvAibaEXe9j81k8MH0oJwyKQAP8FKms,24,23.0,17.0,19.0,14.0,16.0,15.0,16.0,,,,,,,,,,,,,,
05C14B33XPvAibaEXe8iOnzuCL8V+Iz8A3Kq02hS,16,20.0,24.0,6.0,4.0,23.0,23.0,15.0,,,,,,,,,,,,,,
05CB7A7AXPvAibaEXe8/V1eK05z043Igv9Is0i3h,9,17.0,10.0,21.0,19.0,16.0,13.0,8.0,17.0,7.0,10.0,,,,,,,,,,,
05DB198AXPvAibaEXe/GvjCS9SJu0T1XKIlvK8Wd,20,18.0,18.0,,,,,,,,,,,,,,,,,,,
05E17E2BXPvAibaEXe/RTfMBxsNERftZF2fTACpt,15,20.0,26.0,22.0,23.0,16.0,10.0,,,,,,,,,,,,,,,
05E7D19EXPvAibaEXe8dEe4TA8wgH/vIXJ8D2J3d,17,19.0,3.0,24.0,19.0,24.0,18.0,22.0,14.0,14.0,,,,,,,,,,,,
05ECC56DXPvAibaEXe8Is0U1Tzjs+42GeF7TzH5Y,16,16.0,21.0,,,,,,,,,,,,,,,,,,,
05EE77E5XPvAibaEXe+fBpTg8OXousIA2IYzVnHo,19,23.0,21.0,22.0,20.0,14.0,10.0,,,,,,,,,,,,,,,
05F1A443XPvAibaEXe+HLUCsScXdBrz7llnxuYa4,20,22.0,16.0,,,,,,,,,,,,,,,,,,,
05F97A96XPvAibaEXe83j+j2N9N4Isy0rCm2NY8n,14,16.0,17.0,,,,,,,,,,,,,,,,,,,
05FB97EDXPvAibaEXe+1n9LzrMgTlwuXodOCiGW6,20,20.0,7.0,18.0,21.0,23.0,21.0,20.0,18.0,4.0,,,,,,,,,,,,
0610CD6AXPvAibaEXe8XEEekKT8pbMnE3i8xM86X,14,,,,,,,,,,,,,,,,,,,,,
06140A8AXPvAibaEXe8CSUzma4ok0tGsDiSFrgHT,17,19.0,23.0,22.0,16.0,0.0,,,,,,,,,,,,,,,,
0615CD35XPvAibaEXe8e/5ryJ9YpueaFgtGttatE,24,21.0,19.0,19.0,14.0,16.0,3.0,15.0,13.0,,,,,,,,,,,,,
061A670AXPvAibaEXe9fafwYRU+NpkvJumT/CzS9,18,15.0,10.0,23.0,28.0,8.0,29.0,26.0,7.0,29.0,24.0,,,,,,,,,,,
061D03BCXPvAibaEXe91UcttbrYag6MuRitfVOUg,19,16.0,11.0,15.0,14.0,16.0,24.0,22.0,,,,,,,,,,,,,,
062433B8XPvAibaEXe9H934gSfpwpMZPqawzL8tw,16,24.0,17.0,,,,,,,,,,,,,,,,,,,
0624DFA3XPvAibaEXe/PfwiDaLddEgIUBZJiTywN,17,17.0,22.0,7.0,18.0,12.0,7.0,,,,,,,,,,,,,,,
06251B58XPvAibaEXe+ywvHYTnIXuL2YQZYUxAEG,16,19.0,0.0,23.0,16.0,4.0,16.0,19.0,10.0,,,,,,,,,,,,,
06263756XPvAibaEXe9tEkXNWDh2mnSTognW2I29,16,20.0,4.0,23.0,19.0,18.0,,,,,,,,,,,,,,,,
062A7C5DXPvAibaEXe9sM5Z76WtjcyvdxUCpINfg,22,24.0,20.0,,,,,,,,,,,,,,,,,,,
0633E205XPvAibaEXe+eRvTdABjauc2FI+NeJEuS,18,21.0,,,,,,,,,,,,,,,,,,,,
063FA88DXPvAibaEXe+ItThaeWSaTndzLvy0hCWF,16,22.0,22.0,18.0,15.0,17.0,11.0,10.0,0.0,,,,,,,,,,,,,
064389C5XPvAibaEXe9RaPDysYOKrMtjiEUbiJCc,16,19.0,19.0,16.0,22.0,,,,,,,,,,,,,,,,,
064464DAXPvAibaEXe8JyzRlwVelIy8hQn+xxXDa,20,23.0,21.0,,,,,,,,,,,,,,,,,,,
064F9755XPvAibaEXe/GEP39G15BdU1hEsk0HGhQ,19,21.0,22.0,20.0,19.0,16.0,24.0,16.0,2.0,,,,,,,,,,,,,
0653BDF3XPvAibaEXe9YgNnR0JxPhVp7ceoQS10H,15,15.0,15.0,18.0,20.0,22.0,16.0,9.0,2.0,,,,,,,,,,,,,
0661A9C9XPvAibaEXe8Ei6irkiwEYAZKzel/i/3v,14,,,,,,,,,,,,,,,,,,,,,
06690481XPvAibaEXe85pnNqK7Qfqo9NAJSGWEzh,20,19.0,19.0,,,,,,,,,,,,,,,,,,,
066D535EXPvAibaEXe8LPxrujEz9HqSb1yIT3vkq,18,,,,,,,,,,,,,,,,,,,,,
06702480XPvAibaEXe/qQxqlVrMEUl83tuYGERtW,7,18.0,8.0,14.0,,,,,,,,,,,,,,,,,,
067C9634XPvAibaEXe8m7ybKj0ITr1/SgC/4nnRo,20,20.0,24.0,24.0,18.0,,,,,,,,,,,,,,,,,
067FAF4AXPvAibaEXe//vGIJhS4ZeC74A86bM89G,18,16.0,22.0,,,,,,,,,,,,,,,,,,,
0691AA94XPvAibaEXe++R9hzjt1s7wndXGR/a0YH,17,19.0,3.0,21.0,23.0,3.0,21.0,21.0,4.0,20.0,20.0,4.0,12.0,8.0,,,,,,,,
0693A653XPvAibaEXe//vGIJhS4ZeCniAFwythOe,14,19.0,21.0,,,,,,,,,,,,,,,,,,,
06942BB3XPvAibaEXe9F+oU8wuNbqO0ZSSBkHohm,21,27.0,16.0,17.0,22.0,17.0,9.0,12.0,,,,,,,,,,,,,,
06998B2CXPvAibaEXe+bKzu5Vl6iJV5JeQwVTpeN,18,19.0,22.0,,,,,,,,,,,,,,,,,,,
069AF457XPvAibaEXe/RbkbxRffggx04UvAQcJzz,14,16.0,17.0,,,,,,,,,,,,,,,,,,,
06A0EB54XPvAibaEXe/Ko3VBeq65/7o9+P9o0/JJ,17,22.0,24.0,24.0,16.0,18.0,21.0,12.0,17.0,,,,,,,,,,,,,
06A3BFA1XPvAibaEXe+8+5uQAPsgDRbGbfPDmTJa,16,,,,,,,,,,,,,,,,,,,,,
06AF4558XPvAibaEXe8eJZh5OyStbMQ0oi5wpMJM,17,19.0,22.0,18.0,18.0,18.0,14.0,11.0,,,,,,,,,,,,,,
06B1E339XPvAibaEXe+9uXUaDIzyiCvG6Z0IL8M6,21,22.0,24.0,22.0,19.0,14.0,16.0,10.0,,,,,,,,,,,,,,
06B78A83XPvAibaEXe+b/3AZFelvL6x33ODd3+Y5,7,13.0,15.0,18.0,6.0,13.0,,,,,,,,,,,,,,,,
06BFA130XPvAibaEXe/+PcSgI7YkeSntP5em9h+w,22,21.0,6.0,23.0,25.0,3.0,18.0,22.0,25.0,28.0,3.0,23.0,,,,,,,,,,
06C3CDCAXPvAibaEXe/mlii9zXTIC9Yn3VImIFoW,17,,,,,,,,,,,,,,,,,,,,,
06C6AAD0XPvAibaEXe+sfU1lcH9y3zgRyMrp1zMy,22,22.0,21.0,17.0,15.0,15.0,20.0,11.0,10.0,,,,,,,,,,,,,
06CAB726XPvAibaEXe8zi/ZLIzSiuLmD7Jnj+Ekw,13,20.0,19.0,17.0,25.0,16.0,7.0,,,,,,,,,,,,,,,
06D33082XPvAibaEXe8srAaK3cpz/7AD31CqVMfx,18,21.0,21.0,22.0,21.0,,,,,,,,,,,,,,,,,
06D3D633XPvAibaEXe+ai34rvuG7eBcAMYeGeXqe,17,25.0,23.0,17.0,15.0,17.0,4.0,15.0,14.0,10.0,,,,,,,,,,,,
06D413B1XPvAibaEXe+3bWVxnzRRwNg6g5IkrIob,20,20.0,21.0,21.0,16.0,17.0,16.0,12.0,,,,,,,,,,,,,,
06D95A88XPvAibaEXe8kgetl0RKXUlpJRO8TxwZx,18,,,,,,,,,,,,,,,,,,,,,
06DEC3FFXPvAibaEXe/twT+sf632fctdpzTwNzBW,17,21.0,18.0,8.0,18.0,11.0,6.0,,,,,,,,,,,,,,,
06EAC365XPvAibaEXe/4brcB/U30UuVMaZ98a2m1,18,21.0,16.0,20.0,23.0,,,,,,,,,,,,,,,,,
06EE19F0XPvAibaEXe/X5ZhFzI36lMJt224yvGay,19,21.0,24.0,19.0,19.0,23.0,17.0,14.0,14.0,,,,,,,,,,,,,
06EEDB7DXPvAibaEXe8E6yzSPpyFOfvrOcCQyyax,8,12.0,8.0,17.0,17.0,20.0,16.0,16.0,16.0,13.0,,,,,,,,,,,,
06F130EDXPvAibaEXe96mG7+vayRPjKbnr1Br6bi,17,22.0,14.0,24.0,24.0,18.0,14.0,,,,,,,,,,,,,,,
06F4B388XPvAibaEXe8AEUw13Ud6Kn7PJ7EwNXGt,13,23.0,25.0,23.0,15.0,19.0,17.0,14.0,13.0,3.0,,,,,,,,,,,,
07041016XPvAibaEXe+iIJOpfrvDw0cyN3jgSrMf,17,19.0,22.0,19.0,15.0,11.0,20.0,,,,,,,,,,,,,,,
070648B8XPvAibaEXe//eUaw4J38K1LhhDp5NbpI,17,19.0,22.0,20.0,4.0,19.0,15.0,20.0,9.0,13.0,,,,,,,,,,,,
07069D8FXPvAibaEXe+IUXdezTp2c1S1SSP0JNZK,18,24.0,12.0,23.0,16.0,,,,,,,,,,,,,,,,,
070C2573XPvAibaEXe8XEEekKT8pbLDyMEEBAmZ5,18,,,,,,,,,,,,,,,,,,,,,
0714AAFCXPvAibaEXe+n07P56kWx2K5jZFI+QYFv,20,20.0,20.0,,,,,,,,,,,,,,,,,,,
0718948FXPvAibaEXe9HkCcrMxoMGZDQ7OJk9EOZ,22,19.0,19.0,,,,,,,,,,,,,,,,,,,
